0,1,2,3,4
LawsCa00,Carl Lawson,Auburn,Draft: Cincinnati Bengals in the 4th round (116th overall) of the 2017 NFL Draft.,"<img src=""Carl Lawson.jpg""/>"
LawsSh00,Shaq Lawson,Clemson,Draft: Buffalo Bills in the 1st round (19th overall) of the 2016 NFL Draft.,"<img src=""Shaq Lawson.jpg""/>"
LaynJu00,Justin Layne,,,"<img src=""Justin Layne.jpg""/>"
LaynRa00,Raheem Layne,Indiana,,"<img src=""Raheem Layne.jpg""/>"
LazaAl00,Allen Lazard,IowaSt.,Pronunciation: \luh-ZARD\,"<img src=""Allen Lazard.jpg""/>"
LealDe00,DeMarvin Leal,,Pronunciation: \LEE-al\,"<img src=""DeMarvin Leal.jpg""/>"
LeatAl00,Alex Leatherwood,Alabama,Draft: Las Vegas Raiders in the 1st round (17th overall) of the 2021 NFL Draft.,"<img src=""Alex Leatherwood.jpg""/>"
LeavDa00,Dallin Leavitt,UtahSt.,	,"<img src=""Dallin Leavitt.jpg""/>"
LeCoRi00,Richard LeCounte,Georgia,Draft: Cleveland Browns in the 5th round (169th overall) of the 2021 NFL Draft.,"<img src=""Richard LeCounte.jpg""/>"
LedbJe00,Jeremiah Ledbetter,Arkansas,Draft: Detroit Lions in the 6th round (205th overall) of the 2017 NFL Draft.,"<img src=""Jeremiah Ledbetter.jpg""/>"
LedbJo01,Jonathan Ledbetter,Georgia,,"<img src=""Jonathan Ledbetter.jpg""/>"
LeexAn20,Andy Lee,,,"<img src=""Andy Lee.jpg""/>"
LeexEl00,Elijah Lee,,,"<img src=""Elijah Lee.jpg""/>"
LemiSh00,Shane Lemieux,Oregon,Draft: New York Giants in the 5th round (150th overall) of the 2020 NFL Draft.,"<img src=""Shane Lemieux.jpg""/>"
LenoCh00,Charles Leno Jr.,BoiseSt.,Draft: Chicago Bears in the 7th round (246th overall) of the 2014 NFL Draft.,"<img src=""Charles Leno Jr..jpg""/>"
LenoDe00,Deommodore Lenoir,Oregon,Draft: San Francisco 49ers in the 5th round (172nd overall) of the 2021 NFL Draft.,"<img src=""Deommodore Lenoir.jpg""/>"
LeonDe00,Deane Leonard,"Calgary,",	,"<img src=""Deane Leonard.jpg""/>"
LeonDa00,Shaquille Leonard,SouthCarolinaSt.,  Instagram:,"<img src=""Shaquille Leonard.jpg""/>"
LeveNi00,Nick Leverett,,,"<img src=""Nick Leverett.jpg""/>"
LeviCo00,Corey Levin,Chattanooga,"<img src=""Corey Levin.jpg""/>",
LewaTa00,Taylor Lewan,,Pronunciation: \leh-WAHN\,"<img src=""Taylor Lewan.jpg""/>"
LewiCa00,Cameron Lewis,Buffalo,"<img src=""Cameron Lewis.jpg""/>",
LewiDa05,Damien Lewis,LSU,Draft: Seattle Seahawks in the 3rd round (69th overall) of the 2020 NFL Draft.,"<img src=""Damien Lewis.jpg""/>"
LewiJo01,Jourdan Lewis,Michigan,Draft: Dallas Cowboys in the 3rd round (92nd overall) of the 2017 NFL Draft.,"<img src=""Jourdan Lewis.jpg""/>"
LewiMa00,Marcedes Lewis,UCLA,Draft: Jacksonville Jaguars in the 1st round (28th overall) of the 2006 NFL Draft.,"<img src=""Marcedes Lewis.jpg""/>"
LewiTe00,Terrell Lewis,Alabama,Draft: Los Angeles Rams in the 3rd round (84th overall) of the 2020 NFL Draft.,"<img src=""Terrell Lewis.jpg""/>"
LewiTy00,Tyquan Lewis,OhioSt.,Draft: Indianapolis Colts in the 2nd round (64th overall) of the 2018 NFL Draft.,"<img src=""Tyquan Lewis.jpg""/>"
LikeIs00,Isaiah Likely,CoastalCarolina,Draft: Baltimore Ravens in the 4th round (139th overall) of the 2022 NFL Draft.,"<img src=""Isaiah Likely.jpg""/>"
LindTy00,Tyler Linderbaum,Iowa,Draft: Baltimore Ravens in the 1st round (25th overall) of the 2022 NFL Draft.,"<img src=""Tyler Linderbaum.jpg""/>"
LindPh00,Phillip Lindsay,,@I_CU_boy,"<img src=""Phillip Lindsay.jpg""/>"
LindCh00,Chris Lindstrom,BostonCol.,Draft: Atlanta Falcons in the 1st round (14th overall) of the 2019 NFL Draft.,"<img src=""Chris Lindstrom.jpg""/>"
LinsCo00,Corey Linsley,OhioSt.,Draft: Green Bay Packers in the 5th round (161st overall) of the 2014 NFL Draft.,"<img src=""Corey Linsley.jpg""/>"
LittGr01,Greg Little,,,"<img src=""Greg Little.jpg""/>"
LittWa00,Walker Little,,Relatives: Greatuncle Jack Little ,"<img src=""Walker Little.jpg""/>"
LittCo01,Cory Littleton,Washington,,"<img src=""Cory Littleton.jpg""/>"
LloyDe00,Devin Lloyd,Utah,Draft: Jacksonville Jaguars in the 1st round (27th overall) of the 2022 NFL Draft.,"<img src=""Devin Lloyd.jpg""/>"
LockPJ00,P.J. Locke,Texas,,"<img src=""P.J. Locke.jpg""/>"
LockTy00,Tyler Lockett,KansasSt.,Draft: Seattle Seahawks in the 3rd round (69th overall) of the 2015 NFL Draft.,"<img src=""Tyler Lockett.jpg""/>"
LondDr00,Drake London,USC,Draft: Atlanta Falcons in the 1st round (8th overall) of the 2022 NFL Draft.,"<img src=""Drake London.jpg""/>"
LongDa02,David Long,Michigan,Draft: Los Angeles Rams in the 3rd round (79th overall) of the 2019 NFL Draft.,"<img src=""David Long.jpg""/>"
LongDa04,David Long,WestVirginia,Draft: Tennessee Titans in the 6th round (188th overall) of the 2019 NFL Draft.,"<img src=""David Long.jpg""/>"
LongHu00,Hunter Long,BostonCol.,Draft: Miami Dolphins in the 3rd round (81st overall) of the 2021 NFL Draft.,"<img src=""Hunter Long.jpg""/>"
LopeRo00,Roy Lopez,"NewMexicoSt.,",	,"<img src=""Roy Lopez.jpg""/>"
LoudIs00,Isaiahh Loudermilk,Wisconsin,Draft: Pittsburgh Steelers in the 5th round (156th overall) of the 2021 NFL Draft.,"<img src=""Isaiahh Loudermilk.jpg""/>"
LovaRi00,Rick Lovato,OldDominion,"<img src=""Rick Lovato.jpg""/>",
LoveJo03,Jordan Love,College:,	,"<img src=""Jordan Love.jpg""/>"
LoveJu00,Julian Love,NotreDame,Draft: New York Giants in the 4th round (108th overall) of the 2019 NFL Draft.,"<img src=""Julian Love.jpg""/>"
LoveMi00,Mike Love,,"More bio, uniform, draft, salary info","<img src=""Mike Love.jpg""/>"
LoweVe00,Vederian Lowe,,Pronunciation: \vuh-DARE-ee-an\,"<img src=""Vederian Lowe.jpg""/>"
LowrDe00,Dean Lowry,Northwestern,Draft: Green Bay Packers in the 4th round (137th overall) of the 2016 NFL Draft.,"<img src=""Dean Lowry.jpg""/>"
LucaAb00,Abraham Lucas,,,"<img src=""Abraham Lucas.jpg""/>"
LucaCh01,Chase Lucas,,Twitter:,"<img src=""Chase Lucas.jpg""/>"
LucaCo01,Cornelius Lucas,KansasSt.,,"<img src=""Cornelius Lucas.jpg""/>"
LukeJe00,Jesse Luketa,PennSt.,	,"<img src=""Jesse Luketa.jpg""/>"
LutzWi00,Wil Lutz,GeorgiaSt.,"<img src=""Wil Lutz.jpg""/>",
LuvuFr00,Frankie Luvu,WashingtonSt.,,"<img src=""Frankie Luvu.jpg""/>"
LyncJa00,James Lynch,,,"<img src=""James Lynch.jpg""/>"
MabiGr00,Greg Mabin,Iowa,,"<img src=""Greg Mabin.jpg""/>"
MabrTy00,Tyler Mabry,"Buffalo,",	,"<img src=""Tyler Mabry.jpg""/>"
MackIs00,Isaiah Mack,Chattanooga,"<img src=""Isaiah Mack.jpg""/>",
MackKh00,Khalil Mack,Buffalo,Draft: Oakland Raiders in the 1st round (5th overall) of the 2014 NFL Draft.,"<img src=""Khalil Mack.jpg""/>"
MackMa00,Marlon Mack,SouthFlorida,Draft: Indianapolis Colts in the 4th round (143rd overall) of the 2017 NFL Draft.,"<img src=""Marlon Mack.jpg""/>"
MaddAv00,Avonte Maddox,Pittsburgh,Draft: Philadelphia Eagles in the 4th round (125th overall) of the 2018 NFL Draft.,"<img src=""Avonte Maddox.jpg""/>"
MaduJu00,Justin Madubuike,TexasA&M,Draft: Baltimore Ravens in the 3rd round (71st overall) of the 2020 NFL Draft.,"<img src=""Justin Madubuike.jpg""/>"
MafeBo00,Boye Mafe,Minnesota,Draft: Seattle Seahawks in the 2nd round (40th overall) of the 2022 NFL Draft.,"<img src=""Boye Mafe.jpg""/>"
MaheBr01,Brett Maher,Nebraska,Pronunciation: \MAH-her\,"<img src=""Brett Maher.jpg""/>"
MahoPa00,Patrick Mahomes,College:,	,"<img src=""Patrick Mahomes.jpg""/>"
MailJo00,Jordan Mailata,None,"<img src=""Jordan Mailata.jpg""/>",
MaloDe00,DeAngelo Malone,,,"<img src=""DeAngelo Malone.jpg""/>"
MancGr00,Greg Mancz,Toledo,Pronunciation: \MANTS\,"<img src=""Greg Mancz.jpg""/>"
ManhCh00,Chris Manhertz,Canisius,"<img src=""Chris Manhertz.jpg""/>",
MannBr01,Braden Mann,College:,	,"<img src=""Braden Mann.jpg""/>"
MariMa01,Marcus Mariota,College:,	,"<img src=""Marcus Mariota.jpg""/>"
MarlDe00,Dean Marlowe,JamesMadison,"<img src=""Dean Marlowe.jpg""/>",
MarsTe00,Terrace Marshall Jr.,LSU,Draft: Carolina Panthers in the 2nd round (59th overall) of the 2021 NFL Draft.,"<img src=""Terrace Marshall Jr..jpg""/>"
MartJa02,Jacob Martin,Temple,Draft: Seattle Seahawks in the 6th round (186th overall) of the 2018 NFL Draft.,"<img src=""Jacob Martin.jpg""/>"
MartNi00,Nick Martin,,Twitter:,"<img src=""Nick Martin.jpg""/>"
MartSa01,Sam Martin,College:,"<img src=""Sam Martin.jpg""/>",
MartTa00,Tay Martin,"WashingtonSt.,",	,"<img src=""Tay Martin.jpg""/>"
MartWe00,Wes Martin,Indiana,Draft: Washington Redskins in the 4th round (131st overall) of the 2019 NFL Draft.,"<img src=""Wes Martin.jpg""/>"
MartZa00,Zack Martin,NotreDame,Draft: Dallas Cowboys in the 1st round (16th overall) of the 2014 NFL Draft.,"<img src=""Zack Martin.jpg""/>"
MartBl01,Blake Martinez,,Twitter:,"<img src=""Blake Martinez.jpg""/>"
MasoJo00,Jordan Mason,GeorgiaTech,Twitter:,"<img src=""Jordan Mason.jpg""/>"
MasoSh01,Shaq Mason,GeorgiaTech,Draft: New England Patriots in the 4th round (131st overall) of the 2015 NFL Draft.,"<img src=""Shaq Mason.jpg""/>"
MastLu00,Luke Masterson,WakeForest,,"<img src=""Luke Masterson.jpg""/>"
MataTy00,Tyler Matakevich,Temple,Draft: Pittsburgh Steelers in the 7th round (246th overall) of the 2016 NFL Draft.,"<img src=""Tyler Matakevich.jpg""/>"
MathTy00,Tyrann Mathieu,LSU,Draft: Arizona Cardinals in the 3rd round (69th overall) of the 2013 NFL Draft.,"<img src=""Tyrann Mathieu.jpg""/>"
MathDa00,Damarri Mathis,Pittsburgh,Draft: Denver Broncos in the 4th round (115th overall) of the 2022 NFL Draft.,"<img src=""Damarri Mathis.jpg""/>"
MathPh00,Phidarian Mathis,,,"<img src=""Phidarian Mathis.jpg""/>"
MatiRo00,Ross Matiscik,Baylor,,"<img src=""Ross Matiscik.jpg""/>"
MattCh01,Christian Matthew,"GeorgiaSouthern,", ·,"<img src=""Christian Matthew.jpg""/>"
MattJa00,Jake Matthews,TexasA&M,Draft: Atlanta Falcons in the 1st round (6th overall) of the 2014 NFL Draft.,"<img src=""Jake Matthews.jpg""/>"
MattAl01,Alexander Mattison,BoiseSt.,Draft: Minnesota Vikings in the 3rd round (102nd overall) of the 2019 NFL Draft.,"<img src=""Alexander Mattison.jpg""/>"
MaulAr00,Arthur Maulet,Memphis,,"<img src=""Arthur Maulet.jpg""/>"
MayeMa00,Marcus Maye,Florida,Draft: New York Jets in the 2nd round (39th overall) of the 2017 NFL Draft.,"<img src=""Marcus Maye.jpg""/>"
MayfBa00,Baker Mayfield,College:,	,"<img src=""Baker Mayfield.jpg""/>"
MayoDa00,David Mayo,TexasSt.,Draft: Carolina Panthers in the 5th round (169th overall) of the 2015 NFL Draft.,"<img src=""David Mayo.jpg""/>"
MaysCa00,Cade Mays,,,"<img src=""Cade Mays.jpg""/>"
McBrTr01,Trey McBride,ColoradoSt.,Draft: Arizona Cardinals in the 2nd round (55th overall) of the 2022 NFL Draft.,"<img src=""Trey McBride.jpg""/>"
McCaCh01,Christian McCaffrey,College:,	,"<img src=""Christian McCaffrey.jpg""/>"
McCaBo01,Bobby McCain,Memphis,Draft: Miami Dolphins in the 5th round (145th overall) of the 2015 NFL Draft.,"<img src=""Bobby McCain.jpg""/>"
McCaMa03,,,,"<img src="".jpg""/>"
McClNi00,Nick McCloud,NotreDame,,"<img src=""Nick McCloud.jpg""/>"
McClRa00,Ray-Ray McCloud,Clemson,Draft: Buffalo Bills in the 6th round (187th overall) of the 2018 NFL Draft.,"<img src=""Ray-Ray McCloud.jpg""/>"
McCoZy02,Zyon McCollum,SamHoustonSt.,zyon.mccollum,"<img src=""Zyon McCollum.jpg""/>"
McCoDe99,Devin McCourty,,Twitter:,"<img src=""Devin McCourty.jpg""/>"
McCoCo00,Colt McCoy,College:,	,"<img src=""Colt McCoy.jpg""/>"
McCoEr01,Erik McCoy,TexasA&M,Draft: New Orleans Saints in the 2nd round (48th overall) of the 2019 NFL Draft.,"<img src=""Erik McCoy.jpg""/>"
McCrJu00,Justin McCray,CentralFlorida,,"<img src=""Justin McCray.jpg""/>"
McCrRo01,Roger McCreary,Auburn,Draft: Tennessee Titans in the 2nd round (35th overall) of the 2022 NFL Draft.,"<img src=""Roger McCreary.jpg""/>"
McCuLi00,Liam McCullough,OhioSt.,"<img src=""Liam McCullough.jpg""/>",
McCuLa01,Lance McCutcheon,MontanaSt.,"<img src=""Lance McCutcheon.jpg""/>",
McDeCo00,Conor McDermott,UCLA,Draft: New England Patriots in the 6th round (211th overall) of the 2017 NFL Draft.,"<img src=""Conor McDermott.jpg""/>"
McDeKC01,KC McDermott,,"<img src=""KC McDermott.jpg""/>",
McDuIs00,Isaiah McDuffie,BostonCol.,Draft: Green Bay Packers in the 6th round (220th overall) of the 2021 NFL Draft.,"<img src=""Isaiah McDuffie.jpg""/>"
McDuTr00,Trent McDuffie,Washington,	,"<img src=""Trent McDuffie.jpg""/>"
McFaMi01,Micah McFadden,,Twitter:,"<img src=""Micah McFadden.jpg""/>"
McFaAn00,Anthony McFarland Jr.,Maryland,Draft: Pittsburgh Steelers in the 4th round (124th overall) of the 2020 NFL Draft.,"<img src=""Anthony McFarland Jr..jpg""/>"
McGaKa00,Kaleb McGary,Washington,Draft: Atlanta Falcons in the 1st round (31st overall) of the 2019 NFL Draft.,"<img src=""Kaleb McGary.jpg""/>"
McGiT,T.Y. McGill,NorthCarolinaSt.,,"<img src=""T.Y. McGill.jpg""/>"
McGlMi00,Mike McGlinchey,NotreDame,Draft: San Francisco 49ers in the 1st round (9th overall) of the 2018 NFL Draft.,"<img src=""Mike McGlinchey.jpg""/>"
McGoCo00,Connor McGovern,Missouri,Draft: Denver Broncos in the 5th round (144th overall) of the 2016 NFL Draft.,"<img src=""Connor McGovern.jpg""/>"
McGoCo01,Connor McGovern,PennSt.,Draft: Dallas Cowboys in the 3rd round (90th overall) of the 2019 NFL Draft.,"<img src=""Connor McGovern.jpg""/>"
McGoKy00,Kyric McGowan,"Northwestern,",	,"<img src=""Kyric McGowan.jpg""/>"
McGrCa00,Cameron McGrone,Michigan,Draft: New England Patriots in the 5th round (177th overall) of the 2021 NFL Draft.,"<img src=""Cameron McGrone.jpg""/>"
McKeIs00,Isaiah McKenzie,College:,	,"<img src=""Isaiah McKenzie.jpg""/>"
McKeSe01,Sean McKeon,Michigan,"<img src=""Sean McKeon.jpg""/>",
McKiTa00,Takkarist McKinley,,Pronunciation: \tuh-CAR-ist\,"<img src=""Takkarist McKinley.jpg""/>"
McKiVe00,Verone McKinley,,,"<img src=""Verone McKinley.jpg""/>"
McKiXa00,Xavier McKinney,Alabama,Draft: New York Giants in the 2nd round (36th overall) of the 2020 NFL Draft.,"<img src=""Xavier McKinney.jpg""/>"
McKiJe00,Jerick McKinnon,College:,"<img src=""Jerick McKinnon.jpg""/>",
McKiJ,J.D. McKissic,,"More bio, uniform, draft, salary info","<img src=""J.D. McKissic.jpg""/>"
McKiTr00,Tre' McKitty,Georgia,Draft: Los Angeles Chargers in the 3rd round (97th overall) of the 2021 NFL Draft.,"<img src=""Tre' McKitty.jpg""/>"
McKiCo00,Colton McKivitz,WestVirginia,	,"<img src=""Colton McKivitz.jpg""/>"
McLaCh00,Chase McLaughlin,Illinois,,"<img src=""Chase McLaughlin.jpg""/>"
McLaTe00,Terry McLaurin,OhioSt.,Draft: Washington Redskins in the 3rd round (76th overall) of the 2019 NFL Draft.,"<img src=""Terry McLaurin.jpg""/>"
McLeRo00,Rodney McLeod,Virginia,Pronunciation: \muh-CLOUD\,"<img src=""Rodney McLeod.jpg""/>"
McMaBr01,Brandon McManus,Temple,,"<img src=""Brandon McManus.jpg""/>"
McMaRa00,Racey McMath,LSU,Draft: Tennessee Titans in the 6th round (205th overall) of the 2021 NFL Draft.,"<img src=""Racey McMath.jpg""/>"
McMiRa02,Raekwon McMillan,OhioSt.,Draft: Miami Dolphins in the 2nd round (54th overall) of the 2017 NFL Draft.,"<img src=""Raekwon McMillan.jpg""/>"
McMiJa00,Ja'Quan McMillian,,,"<img src=""Ja'Quan McMillian.jpg""/>"
McNeAl00,Alim McNeill,NorthCarolinaSt.,Draft: Detroit Lions in the 3rd round (72nd overall) of the 2021 NFL Draft.,"<img src=""Alim McNeill.jpg""/>"
McPhZe00,Zech McPhearson,TexasTech,Draft: Philadelphia Eagles in the 4th round (123rd overall) of the 2021 NFL Draft.,"<img src=""Zech McPhearson.jpg""/>"
McPhEv00,Evan McPherson,Florida,Draft: Cincinnati Bengals in the 5th round (149th overall) of the 2021 NFL Draft.,"<img src=""Evan McPherson.jpg""/>"
McQuJa00,Jake McQuaide,WeightedCareerAV(100-95-...):11(7885thoverallsince1960),"<img src=""Jake McQuaide.jpg""/>",
McSoTr00,Trace McSorley,College:,	,"<img src=""Trace McSorley.jpg""/>"
MeanSt00,Steven Means,,,"<img src=""Steven Means.jpg""/>"
MeinQu02,Quinn Meinerz,Wisconsin–Whitewater,"<img src=""Quinn Meinerz.jpg""/>",
MekaPa00,Patrick Mekari,California,Pronunciation: \muh-CARE-ee\,"<img src=""Patrick Mekari.jpg""/>"
MeliIf00,Ifeatu Melifonwu,Syracuse,Draft: Detroit Lions in the 3rd round (101st overall) of the 2021 NFL Draft.,"<img src=""Ifeatu Melifonwu.jpg""/>"
MereJo00,Jordan Meredith,WesternKentucky,,"<img src=""Jordan Meredith.jpg""/>"
MerrKi00,Kirk Merritt,ArkansasSt.,"<img src=""Kirk Merritt.jpg""/>",
MetcDK00,D.K. Metcalf,Mississippi,Draft: Seattle Seahawks in the 2nd round (64th overall) of the 2019 NFL Draft.,"<img src=""D.K. Metcalf.jpg""/>"
MeteJo00,Josh Metellus,Michigan,Draft: Minnesota Vikings in the 6th round (205th overall) of the 2020 NFL Draft.,"<img src=""Josh Metellus.jpg""/>"
MeyeJa01,Jakobi Meyers,College:,	,"<img src=""Jakobi Meyers.jpg""/>"
MichSo00,Sony Michel,,Pronunciation: \SO-nee mish-EL\,"<img src=""Sony Michel.jpg""/>"
MilaMa00,Matt Milano,BostonCol.,Draft: Buffalo Bills in the 5th round (163rd overall) of the 2017 NFL Draft.,"<img src=""Matt Milano.jpg""/>"
MillHe01,Herb Miller,FloridaAtlantic,,"<img src=""Herb Miller.jpg""/>"
MillJo04,John Miller,,Twitter:,"<img src=""John Miller.jpg""/>"
MillKo00,Kolton Miller,UCLA,Draft: Oakland Raiders in the 1st round (15th overall) of the 2018 NFL Draft.,"<img src=""Kolton Miller.jpg""/>"
MillSc01,Scott Miller,BowlingGreen,Draft: Tampa Bay Buccaneers in the 6th round (208th overall) of the 2019 NFL Draft.,"<img src=""Scott Miller.jpg""/>"
MillVo00,Von Miller,TexasA&M,Draft: Denver Broncos in the 1st round (2nd overall) of the 2011 NFL Draft.,"<img src=""Von Miller.jpg""/>"
MillDa02,Davis Mills,College:,	,"<img src=""Davis Mills.jpg""/>"
MillJa02,Jalen Mills,LSU,Draft: Philadelphia Eagles in the 7th round (233rd overall) of the 2016 NFL Draft.,"<img src=""Jalen Mills.jpg""/>"
MilnDa00,Dax Milne,BYU,Draft: Washington Football Team in the 7th round (258th overall) of the 2021 NFL Draft.,"<img src=""Dax Milne.jpg""/>"
MimsDe00,Denzel Mims,,,"<img src=""Denzel Mims.jpg""/>"
MinsGa00,Gardner Minshew II,College:,,"<img src=""Gardner Minshew II.jpg""/>"
MitcDa00,DaMarcus Mitchell,,"<img src=""DaMarcus Mitchell.jpg""/>",
MitcEl00,Elijah Mitchell,Louisiana,Draft: San Francisco 49ers in the 6th round (194th overall) of the 2021 NFL Draft.,"<img src=""Elijah Mitchell.jpg""/>"
MitcJa00,James Mitchell,VirginiaTech,Draft: Detroit Lions in the 5th round (177th overall) of the 2022 NFL Draft.,"<img src=""James Mitchell.jpg""/>"
MitcMa02,Max Mitchell,,Twitter:,"<img src=""Max Mitchell.jpg""/>"
MitcTe00,Terrance Mitchell,,Twitter:,"<img src=""Terrance Mitchell.jpg""/>"
MixoJo00,Joe Mixon,College:,	,"<img src=""Joe Mixon.jpg""/>"
MoaxDa00,David Moa,,"<img src=""David Moa.jpg""/>",
MoehTr00,Tre'von Moehrig,TCU,Draft: Las Vegas Raiders in the 2nd round (43rd overall) of the 2021 NFL Draft.,"<img src=""Tre'von Moehrig.jpg""/>"
MoffJo01,Jovante Moffatt,MiddleTenn.St.,"<img src=""Jovante Moffatt.jpg""/>",
MolcJo01,John Molchon,BoiseSt.,,"<img src=""John Molchon.jpg""/>"
MoldEl00,Elijah Molden,Washington,Draft: Tennessee Titans in the 3rd round (100th overall) of the 2021 NFL Draft.,"<img src=""Elijah Molden.jpg""/>"
MondHe00,Henry Mondeaux,Oregon,"<img src=""Henry Mondeaux.jpg""/>",
MoneBr00,Bryan Mone,Michigan,Pronunciation: \MOH-neh\,"<img src=""Bryan Mone.jpg""/>"
MontDa01,David Montgomery,College:,	,"<img src=""David Montgomery.jpg""/>"
MontTy01,Ty Montgomery,Stanford,Draft: Green Bay Packers in the 3rd round (94th overall) of the 2015 NFL Draft.,"<img src=""Ty Montgomery.jpg""/>"
MoonDa00,Darnell Mooney,Tulane,Draft: Chicago Bears in the 5th round (173rd overall) of the 2020 NFL Draft.,"<img src=""Darnell Mooney.jpg""/>"
MoorA,A.J. Moore,,Relatives: Brother C.J. Moore ,"<img src=""A.J. Moore.jpg""/>"
MoorCJ01,C.J. Moore,,Relatives: Brother A.J. Moore ,"<img src=""C.J. Moore.jpg""/>"
MoorCh00,Chris Moore,Cincinnati,Draft: Baltimore Ravens in the 4th round (107th overall) of the 2016 NFL Draft.,"<img src=""Chris Moore.jpg""/>"
MoorD,D.J. Moore,College:,	,"<img src=""D.J. Moore.jpg""/>"
MoorDa05,Dan Moore,TexasA&M,Draft: Pittsburgh Steelers in the 4th round (128th overall) of the 2021 NFL Draft.,"<img src=""Dan Moore.jpg""/>"
MoorEl00,Elijah Moore,Mississippi,Draft: New York Jets in the 2nd round (34th overall) of the 2021 NFL Draft.,"<img src=""Elijah Moore.jpg""/>"
MoorJa02,Jason Moore,Findlay,"<img src=""Jason Moore.jpg""/>",
MoorJa04,Jaylon Moore,WesternMichigan,Draft: San Francisco 49ers in the 5th round (155th overall) of the 2021 NFL Draft.,"<img src=""Jaylon Moore.jpg""/>"
MoorKe03,Kenny Moore,ValdostaSt.,"<img src=""Kenny Moore.jpg""/>",
MoorNi00,Nick Moore,Georgia,,"<img src=""Nick Moore.jpg""/>"
MoorRo02,Rondale Moore,Purdue,	,"<img src=""Rondale Moore.jpg""/>"
MoorSk01,Skyy Moore,,Twitter:,"<img src=""Skyy Moore.jpg""/>"
MoorTa00,Tarvarius Moore,SouthernMiss,Draft: San Francisco 49ers in the 3rd round (95th overall) of the 2018 NFL Draft.,"<img src=""Tarvarius Moore.jpg""/>"
MoreFa00,Fabian Moreau,UCLA,Draft: Washington Redskins in the 3rd round (81st overall) of the 2017 NFL Draft.,"<img src=""Fabian Moreau.jpg""/>"
MoreFo00,Foster Moreau,LSU,Draft: Oakland Raiders in the 4th round (137th overall) of the 2019 NFL Draft.,"<img src=""Foster Moreau.jpg""/>"
MorgSt02,Stanley Morgan Jr.,Nebraska,Twitter:,"<img src=""Stanley Morgan Jr..jpg""/>"
MorrQu00,Quintin Morris,,"More bio, uniform, draft, salary info","<img src=""Quintin Morris.jpg""/>"
MorrJi00,Jimmy Morrissey,,"More bio, uniform, draft, salary info","<img src=""Jimmy Morrissey.jpg""/>"
MorrNi00,Nicholas Morrow,Greenville,"<img src=""Nicholas Morrow.jpg""/>",
MorsMi00,Mitch Morse,Missouri,Draft: Kansas City Chiefs in the 2nd round (49th overall) of the 2015 NFL Draft.,"<img src=""Mitch Morse.jpg""/>"
MorsTh00,Thomas Morstead,SMU,Draft: New Orleans Saints in the 5th round (164th overall) of the 2009 NFL Draft.,"<img src=""Thomas Morstead.jpg""/>"
MosbAr00,Arron Mosby,FresnoSt.,,"<img src=""Arron Mosby.jpg""/>"
MoseEm00,Emmanuel Moseley,Tennessee,,"<img src=""Emmanuel Moseley.jpg""/>"
MoseQu00,Quandre Mosely,"East.Arizona,",	,"<img src=""Quandre Mosely.jpg""/>"
MoseMo00,Morgan Moses,Virginia,	,"<img src=""Morgan Moses.jpg""/>"
MoslC,C.J. Mosley,Alabama,Draft: Baltimore Ravens in the 1st round (17th overall) of the 2014 NFL Draft.,"<img src=""C.J. Mosley.jpg""/>"
MossZa00,Zack Moss,Utah,Draft: Buffalo Bills in the 3rd round (86th overall) of the 2020 NFL Draft.,"<img src=""Zack Moss.jpg""/>"
MostRa00,Raheem Mostert,Purdue,,"<img src=""Raheem Mostert.jpg""/>"
MotoTa00,Taylor Moton,WesternMichigan,Draft: Carolina Panthers in the 2nd round (64th overall) of the 2017 NFL Draft.,"<img src=""Taylor Moton.jpg""/>"
MuhaAl00,Al-Quadin Muhammad,Miami(FL),Draft: New Orleans Saints in the 6th round (196th overall) of the 2017 NFL Draft.,"<img src=""Al-Quadin Muhammad.jpg""/>"
MukuIs00,Israel Mukuamu,SouthCarolina,Draft: Dallas Cowboys in the 6th round (227th overall) of the 2021 NFL Draft.,"<img src=""Israel Mukuamu.jpg""/>"
MullTr00,Trayvon Mullen,Clemson,Draft: Oakland Raiders in the 2nd round (40th overall) of the 2019 NFL Draft.,"<img src=""Trayvon Mullen.jpg""/>"
MullNi00,Nick Mullens,College:,	,"<img src=""Nick Mullens.jpg""/>"
MumaCh00,Chad Muma,,Pronunciation: \MOO-muh\,"<img src=""Chad Muma.jpg""/>"
MundJo00,Johnny Mundt,Oregon,,"<img src=""Johnny Mundt.jpg""/>"
MunfTh00,Thayer Munford,,,"<img src=""Thayer Munford.jpg""/>"
MunsCa00,Calvin Munson,SanDiegoSt.,,"<img src=""Calvin Munson.jpg""/>"
MunyDa00,Daniel Munyer,WeightedCareerAV(100-95-...):1(14893rdoverallsince1960),"<img src=""Daniel Munyer.jpg""/>",
MurcLa00,Larrell Murchison,NorthCarolinaSt.,Draft: Tennessee Titans in the 5th round (174th overall) of the 2020 NFL Draft.,"<img src=""Larrell Murchison.jpg""/>"
MurpBy00,Byron Murphy,Washington,Draft: Arizona Cardinals in the 2nd round (33rd overall) of the 2019 NFL Draft.,"<img src=""Byron Murphy.jpg""/>"
BuntSe00,Sean Murphy-Bunting,CentralMichigan,Draft: Tampa Bay Buccaneers in the 2nd round (39th overall) of the 2019 NFL Draft.,"<img src=""Sean Murphy-Bunting.jpg""/>"
